id,place_name,district,place_type,city,latitude,longitude,distance_from_vijayawada_km,distance_from_visakhapatnam_km,distance_from_tirupati_km,estimated_travel_time_hours,best_season,crowd_level,average_visit_duration_hours,entry_fee_inr,rating
37712,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,224.2,618.0,326.9,4.1,October-March,Very High,2.1,0,3.8
37713,Simhachalam Temple Point,Visakhapatnam,Temple,Visakhapatnam,17.766382,83.244135,335.9,10.5,688.9,0.2,July-October,Very High,2.2,100,3.4
37714,Eluru,Eluru,Famous City,Eluru,16.7107,81.0952,60.5,271.3,464.0,1.2,Year Round,Medium,1.4,0,3.7
37715,Talakona Waterfalls View,Tirupati,Waterfall,Tirupati,13.768949,79.086341,410.4,712.6,42.2,0.9,June-September,Medium,1.0,20,3.4
37716,Uppada Beach,Kakinada,Caves,Uppada,16.840813,82.228019,188.0,176.2,556.3,4.6,July-October,High,3.3,10,4.9
37717,Amaravati,Palnadu,Famous City,Amaravati,16.572,80.3575,35.2,374.5,390.4,0.8,June-September,Very High,1.1,0,4.2
37718,Belum Caves,Nandyal,Caves,Belum,15.0934,78.134882,380.3,741.5,231.7,4.3,June-September,Medium,2.1,10,3.3
37719,Vijayawada,NTR,Famous City,Vijayawada,16.5062,80.648,0.0,357.8,378.0,0.0,July-October,High,1.8,0,3.9
37720,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,207.1,601.1,323.5,4.5,October-March,Low,3.8,0,3.5
37721,Amaravati Region,Palnadu,Heritage,Amaravati,16.543582,80.378191,32.7,399.2,395.6,0.6,November-February,Low,1.8,50,4.9
37722,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,490.1,120.2,750.3,2.6,July-October,Very High,3.8,0,4.8
37723,Veerabhadra Temple Area,Sri Sathya Sai,Temple,Lepakshi,13.768018,77.571114,535.7,838.2,235.6,5.6,June-September,High,2.7,30,3.9
37724,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,220.7,149.8,589.4,3.0,October-March,Very High,4.5,0,3.7
37725,Vijayawada,NTR,Famous City,Vijayawada,16.5062,80.648,0.0,332.9,395.0,0.0,December-February,High,5.6,0,4.7
37726,Araku Valley Point,Alluri Sitharama Raju,Hill Station,Araku,18.352521,82.845857,382.7,96.4,687.0,1.7,July-October,High,4.9,20,4.5
37727,Eluru,Eluru,Famous City,Eluru,16.7107,81.0952,64.2,291.6,438.8,1.4,Year Round,High,4.4,0,4.2
37728,Annavaram Satyanarayana Temple Tourism Zone,Kakinada,Temple,Annavaram,17.711049,83.017945,314.2,24.6,743.5,0.5,December-February,Very High,3.3,50,3.3
37729,Sri Kalahasti Temple Region,Tirupati,Temple,Srikalahasti,13.760341,79.689556,356.0,608.9,39.9,0.9,October-March,Low,1.4,20,3.2
37730,Srikurmam Temple Area,Srikakulam,Temple,Srikurmam,18.307844,83.940853,465.6,108.4,825.4,2.5,June-September,Very High,3.0,50,4.3
37731,Sri Kalahasti Temple Area,Tirupati,Temple,Srikalahasti,13.744409,79.727478,347.1,686.6,42.4,0.8,November-February,Medium,1.4,30,4.6
37732,Rajamahendravaram,East Godavari,Famous City,Rajamahendravaram,17.0005,81.804,160.6,200.1,531.7,3.5,July-October,Low,5.1,0,4.9
37733,Panakala Narasimha Swamy Temple Area,Guntur,Temple,Mangalagiri,16.415275,80.57903,14.3,344.5,398.5,0.4,June-September,High,3.1,0,4.6
37734,Uppada Beach Point,Kakinada,Beach,Uppada,16.848472,82.260069,196.1,163.3,582.9,3.0,Year Round,High,2.4,0,3.2
37735,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,309.8,723.7,336.1,8.1,June-September,Low,1.5,0,3.5
37736,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,465.1,106.5,880.2,2.7,November-February,Very High,1.3,0,4.3
37737,Panakala Narasimha Swamy Temple Region,Guntur,Temple,Mangalagiri,16.412915,80.593094,13.3,382.5,396.5,0.3,June-September,Very High,1.4,10,4.0
37738,Kadapa,YSR Kadapa,Famous City,Kadapa,14.4673,78.8242,361.0,725.4,127.8,2.5,October-March,Very High,1.6,0,4.3
37739,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,425.6,747.8,248.7,6.1,Year Round,Medium,5.0,0,4.8
37740,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,338.2,667.6,308.7,6.5,Year Round,Low,3.5,0,4.8
37741,Araku Valley Point,Alluri Sitharama Raju,Hill Station,Araku,18.319931,82.859268,379.3,90.1,707.2,1.6,Year Round,Low,3.0,150,4.3
37742,Srisailam Mallikarjuna Temple Point,Nandyal,Temple,Srisailam,16.073381,78.874864,222.2,581.9,326.3,5.1,December-February,Medium,5.8,10,4.3
37743,Sri Kalahasti Temple View,Tirupati,Temple,Srikalahasti,13.75004,79.686875,385.5,685.7,36.7,0.7,July-October,Low,1.8,0,4.2
37744,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,469.9,765.4,277.3,5.3,June-September,Very High,4.1,0,5.0
37745,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,217.8,151.5,525.5,3.9,October-March,Low,5.9,0,4.4
37746,Nellore,SPSR Nellore,Famous City,Nellore,14.4426,79.9865,272.4,579.4,134.4,2.4,June-September,Medium,3.1,0,4.1
37747,Kadapa,YSR Kadapa,Famous City,Kadapa,14.4673,78.8242,319.3,688.8,121.8,2.4,October-March,Low,4.4,0,3.5
37748,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,36.0,362.4,352.9,0.8,December-February,High,2.8,0,4.8
37749,Horsley Hills,Annamayya,Hill Station,Madanapalle,13.624052,78.391953,447.4,765.7,129.2,2.6,June-September,Very High,1.3,150,3.9
37750,Kanaka Durga Temple Point,NTR,Temple,Vijayawada,16.50635,80.585891,7.4,334.5,421.0,0.2,June-September,Low,4.0,200,3.4
37751,Amaralingeswara Temple Tourism Zone,Palnadu,Temple,Amaravati,16.569652,80.350354,40.0,361.5,411.3,0.9,October-March,High,4.6,150,3.8
37752,Papikondalu View,Alluri Sitharama Raju,Nature,Rajamahendravaram,17.463638,81.711738,189.4,177.6,570.0,3.6,June-September,Very High,4.8,0,4.9
37753,Arasavalli Sun Temple Region,Srikakulam,Landmark,Arasavalli,18.302483,83.890968,438.5,117.4,863.3,2.1,June-September,Medium,2.1,0,3.9
37754,Kambalakonda Wildlife Sanctuary View,Visakhapatnam,Fort,Visakhapatnam,17.79427,83.320955,380.8,18.6,665.0,0.4,Year Round,High,3.8,100,4.8
37755,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,349.3,693.2,334.8,7.3,July-October,Low,5.9,0,5.0
37756,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,236.9,572.8,307.7,5.1,June-September,High,2.5,0,4.4
37757,Lambasingi Area,Alluri Sitharama Raju,Hill Station,Lambasingi,17.893969,82.571526,314.7,80.9,643.5,1.8,November-February,Medium,1.3,0,3.6
37758,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,212.9,557.5,324.3,4.8,Year Round,Low,6.0,0,3.9
37759,Amaralingeswara Temple Region,Palnadu,Temple,Amaravati,16.566715,80.339195,37.5,387.6,395.2,0.7,October-March,Low,4.0,150,3.3
37760,Eluru,Eluru,Famous City,Eluru,16.7107,81.0952,60.2,285.6,423.8,1.6,November-February,High,4.4,0,3.3
37761,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,395.8,674.1,0.0,0.0,July-October,Medium,3.8,0,3.6
37762,Ethipothala Waterfalls,Palnadu,Waterfall,Nagarjuna Sagar,16.128699,79.321766,161.4,549.7,308.7,3.8,June-September,Very High,1.1,50,4.4
37763,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,210.5,526.7,324.3,3.8,Year Round,High,2.0,0,4.8
37764,Kolleru Lake,Eluru,Lake,Eluru,16.651649,81.206089,68.6,268.6,450.7,1.4,July-October,High,5.2,50,4.4
37765,Araku Valley Tourism Zone,Alluri Sitharama Raju,Hill Station,Araku,18.317736,82.851767,356.3,84.9,737.0,2.1,June-September,Low,2.7,10,3.7
37766,Machilipatnam,Krishna,Famous City,Machilipatnam,16.1875,81.1389,71.1,322.7,372.7,1.5,July-October,Very High,3.4,0,3.4
37767,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,151.8,458.1,235.5,3.4,June-September,High,4.1,0,3.9
37768,Amaralingeswara Temple Area,Palnadu,Temple,Amaravati,16.577797,80.326172,38.7,379.4,426.8,0.9,November-February,Low,5.4,30,4.8
37769,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,320.4,0.0,738.8,0.0,December-February,High,1.3,0,3.8
37770,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,271.3,657.0,254.9,6.3,November-February,Medium,4.4,0,3.7
37771,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,450.2,759.6,261.8,6.3,October-March,Medium,2.6,0,3.7
37772,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,392.3,57.4,728.2,1.1,Year Round,High,4.8,0,4.0
37773,Bhavani Island,NTR,Tourist Place,Vijayawada,16.516836,80.62099,3.6,324.9,424.0,0.1,June-September,Very High,5.5,50,4.5
37774,Amaravati,Palnadu,Famous City,Amaravati,16.572,80.3575,36.9,397.9,362.4,0.7,Year Round,High,2.6,0,3.5
37775,Manginapudi Beach Tourism Zone,Krishna,Beach,Machilipatnam,16.161201,81.172992,83.3,337.1,386.3,2.0,July-October,High,1.2,0,3.8
37776,Simhachalam Temple Area,Visakhapatnam,Temple,Visakhapatnam,17.740373,83.225752,342.8,7.5,753.9,0.2,November-February,High,5.3,100,4.1
37777,Yarada Beach View,Visakhapatnam,Heritage,Visakhapatnam,17.637236,83.248604,345.2,7.4,705.7,0.1,November-February,Very High,4.7,100,5.0
37778,Manginapudi Beach Tourism Zone,Krishna,Beach,Machilipatnam,16.158014,81.138729,79.8,314.6,393.1,1.5,July-October,Medium,1.1,0,4.7
37779,Lambasingi Tourism Zone,Alluri Sitharama Raju,Hill Station,Lambasingi,17.840422,82.582233,268.2,76.7,722.0,1.8,November-February,Low,5.8,150,5.0
37780,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,366.5,672.4,0.0,0.0,October-March,High,6.0,0,3.9
37781,Kolleru Lake,Eluru,Lake,Eluru,16.628545,81.190373,71.1,301.8,476.5,1.7,Year Round,Medium,5.2,150,4.1
37782,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,38.3,396.8,339.9,0.8,July-October,Medium,3.1,0,4.2
37783,Kambalakonda Wildlife Sanctuary Point,Visakhapatnam,Wildlife,Visakhapatnam,17.81176,83.281573,348.1,18.2,678.5,0.3,Year Round,Medium,5.9,10,3.3
37784,Kailasagiri,Visakhapatnam,Viewpoint,Visakhapatnam,17.726241,83.311115,334.9,12.6,706.9,0.3,October-March,Medium,3.9,0,4.6
37785,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,146.1,490.0,255.0,2.9,June-September,Low,2.1,0,3.8
37786,Kanaka Durga Temple Point,NTR,Temple,Vijayawada,16.509926,80.626283,2.5,347.9,413.5,0.1,November-February,Medium,3.0,30,4.6
37787,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,364.8,693.6,0.0,0.0,December-February,Medium,5.7,0,3.2
37788,Ethipothala Waterfalls Region,Palnadu,Waterfall,Nagarjuna Sagar,16.13438,79.355673,156.1,479.4,322.6,3.4,November-February,Low,2.6,100,3.5
37789,Simhachalam Temple View,Visakhapatnam,Temple,Visakhapatnam,17.756016,83.25407,369.0,9.8,729.6,0.2,Year Round,Very High,2.5,30,3.9
37790,Vizianagaram Fort Area,Vizianagaram,Landmark,Vizianagaram,18.128139,83.38643,421.3,64.5,767.0,1.3,November-February,Very High,4.2,0,4.0
37791,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,221.2,610.2,304.7,4.1,November-February,High,1.6,0,4.8
37792,Kanipakam Temple Point,Chittoor,Temple,Kanipakam,13.314112,79.160156,451.8,766.1,55.6,1.0,December-February,Medium,5.5,10,4.1
37793,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,139.4,463.4,254.1,2.7,June-September,Medium,2.0,0,4.9
37794,Lambasingi Region,Alluri Sitharama Raju,Hill Station,Lambasingi,17.865006,82.566681,288.0,77.9,610.4,1.8,November-February,High,6.0,10,4.7
37795,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,426.3,705.9,0.0,0.0,July-October,Medium,5.1,0,4.8
37796,Papikondalu Area,Alluri Sitharama Raju,Landmark,Rajamahendravaram,17.464467,81.754711,181.4,172.2,580.0,3.9,Year Round,High,4.9,0,4.2
37797,Lambasingi,Alluri Sitharama Raju,Viewpoint,Lambasingi,17.864449,82.556397,291.8,80.8,682.5,2.1,June-September,High,1.2,0,3.9
37798,Lambasingi Tourism Zone,Alluri Sitharama Raju,Hill Station,Lambasingi,17.869076,82.525567,277.4,83.7,633.4,2.2,Year Round,High,5.8,100,3.8
37799,Coringa Wildlife Sanctuary View,Kakinada,Wildlife,Kakinada,16.846335,82.216474,193.8,164.6,508.5,3.8,October-March,Medium,3.3,150,3.7
37800,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,485.1,698.0,68.2,1.2,October-March,Very High,2.0,0,4.5
37801,Kanipakam Temple Point,Chittoor,Temple,Kanipakam,13.251429,79.12514,421.1,760.7,55.5,1.1,December-February,Low,3.6,150,4.7
37802,Amaravati,Palnadu,Famous City,Amaravati,16.572,80.3575,38.8,372.1,421.6,0.9,December-February,Low,5.6,0,3.6
37803,Madanapalle,Annamayya,Famous City,Madanapalle,13.55,78.5,476.7,722.7,107.8,2.8,Year Round,Low,3.6,0,4.3
37804,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,316.5,670.6,357.6,8.2,Year Round,High,3.2,0,4.4
37805,Draksharamam Temple,Kakinada,Temple,Draksharamam,16.809196,82.211301,207.0,152.2,492.6,2.7,July-October,Low,3.4,0,3.2
37806,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,417.3,58.7,817.8,1.2,July-October,Medium,5.3,0,4.8
37807,Nellore,SPSR Nellore,Famous City,Nellore,14.4426,79.9865,291.7,536.3,121.1,2.4,June-September,Very High,1.0,0,4.2
37808,Bhavani Island Area,NTR,Tourist Place,Vijayawada,16.547415,80.566394,12.0,377.2,369.0,0.3,October-March,High,4.7,0,3.9
37809,Dwaraka Tirumala Temple Region,Eluru,Temple,Dwaraka Tirumala,16.954182,81.242399,94.1,277.0,476.0,2.4,June-September,Low,4.2,100,5.0
37810,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,135.5,510.0,257.5,3.2,Year Round,Low,1.4,0,4.1
37811,Gandikota Fort Tourism Zone,YSR Kadapa,Fort,Gandikota,14.844503,78.262102,331.3,737.5,193.5,3.8,November-February,Very High,1.5,20,3.8
37812,Machilipatnam,Krishna,Famous City,Machilipatnam,16.1875,81.1389,74.4,303.8,401.0,1.9,June-September,Low,2.9,0,3.3
37813,Prakasam Barrage Tourism Zone,NTR,Landmark,Vijayawada,16.510882,80.640357,1.0,363.1,365.5,0.0,July-October,High,2.3,0,4.5
37814,Papikondalu Point,Alluri Sitharama Raju,Nature,Rajamahendravaram,17.435839,81.711549,164.8,198.1,552.2,3.9,Year Round,Medium,5.0,0,4.5
37815,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,135.1,469.0,254.5,3.5,June-September,High,2.3,0,3.3
37816,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,211.7,143.8,582.6,2.8,July-October,Very High,2.2,0,4.4
37817,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,461.4,742.8,60.3,1.1,Year Round,High,4.1,0,4.1
37818,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,486.6,111.6,803.0,2.5,Year Round,Medium,3.2,0,4.6
37819,Araku Valley Tourism Zone,Alluri Sitharama Raju,Hill Station,Araku,18.297654,82.903542,364.5,88.9,695.6,1.8,December-February,Medium,1.0,200,3.6
37820,Draksharamam Temple,Kakinada,Temple,Draksharamam,16.807473,82.262991,185.2,149.4,559.3,3.1,July-October,Very High,3.4,30,4.8
37821,Veerabhadra Temple View,Sri Sathya Sai,Temple,Lepakshi,13.806177,77.571674,474.2,899.5,243.5,4.3,July-October,High,4.3,100,4.9
37822,Rajamahendravaram,East Godavari,Famous City,Rajamahendravaram,17.0005,81.804,145.6,203.4,546.0,3.4,November-February,Low,4.6,0,4.2
37823,Annavaram Satyanarayana Temple Area,Kakinada,Temple,Annavaram,17.715303,82.993341,312.2,29.5,647.4,0.6,October-March,Medium,5.0,50,3.5
37824,Undavalli Caves Tourism Zone,NTR,Caves,Vijayawada,16.492163,80.584414,8.0,372.3,402.2,0.2,June-September,Medium,2.2,10,4.3
37825,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,441.3,807.7,276.0,6.0,June-September,Very High,5.0,0,4.3
37826,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,289.2,685.8,269.4,6.6,October-March,Medium,1.1,0,3.3
37827,Draksharamam Temple Region,Kakinada,Fort,Draksharamam,16.819832,82.20707,193.8,166.7,526.4,4.2,October-March,High,2.0,200,5.0
37828,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,426.2,696.6,0.0,0.0,July-October,High,2.1,0,4.0
37829,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,158.8,503.0,253.1,3.2,October-March,Medium,2.0,0,4.8
37830,Coringa Wildlife Sanctuary Region,Kakinada,Wildlife,Kakinada,16.826136,82.223783,183.2,167.0,491.0,4.2,November-February,High,2.2,20,4.1
37831,Amaralingeswara Temple,Palnadu,Wildlife,Amaravati,16.598978,80.325685,44.3,388.2,375.2,0.8,November-February,High,1.1,20,4.5
37832,Talakona Waterfalls Tourism Zone,Tirupati,Waterfall,Tirupati,13.77443,79.101727,415.3,714.7,45.1,1.0,June-September,Medium,1.5,30,4.1
37833,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,210.7,589.2,294.7,4.3,October-March,Very High,5.0,0,4.0
37834,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,350.5,628.9,324.7,6.3,November-February,Low,5.2,0,4.2
37835,Rajamahendravaram,East Godavari,Famous City,Rajamahendravaram,17.0005,81.804,147.3,195.8,555.5,3.5,Year Round,High,2.1,0,4.8
37836,Vizianagaram Fort View,Vizianagaram,Wildlife,Vizianagaram,18.084686,83.381428,409.7,50.3,712.5,1.1,Year Round,Medium,1.3,20,3.9
37837,Papikondalu,Alluri Sitharama Raju,Nature,Rajamahendravaram,17.446618,81.754872,171.7,184.3,533.8,4.3,December-February,Low,3.1,0,3.8
37838,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,418.8,742.1,280.2,6.6,December-February,High,1.4,0,3.9
37839,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,451.1,112.1,826.4,2.4,June-September,Very High,1.9,0,4.1
37840,Prakasam Barrage View,NTR,Landmark,Vijayawada,16.485569,80.588193,8.4,348.5,395.4,0.2,July-October,Very High,2.4,0,3.4
37841,Dwaraka Tirumala Temple Region,Eluru,Temple,Dwaraka Tirumala,16.954965,81.264179,92.3,243.3,501.5,1.9,December-February,Medium,5.9,150,3.8
37842,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,140.9,518.9,241.4,3.3,November-February,Very High,2.0,0,3.4
37843,Mypadu Beach,SPSR Nellore,Beach,Nellore,14.571398,80.108591,262.1,597.6,140.6,2.9,November-February,Very High,3.4,0,4.0
37844,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,426.8,759.1,63.7,1.6,Year Round,Medium,3.7,0,4.6
37845,Vijayawada,NTR,Famous City,Vijayawada,16.5062,80.648,0.0,331.6,430.9,0.0,June-September,Medium,1.1,0,3.3
37846,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,440.2,808.5,62.5,1.4,December-February,Medium,3.1,0,3.5
37847,Mypadu Beach View,SPSR Nellore,Beach,Nellore,14.555803,80.081867,253.0,548.4,154.0,4.0,July-October,Very High,6.0,0,4.7
37848,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,418.5,741.8,284.4,7.3,June-September,Low,1.7,0,4.3
37849,Horsley Hills Area,Annamayya,Viewpoint,Madanapalle,13.685878,78.429124,480.7,843.6,126.2,2.3,December-February,Very High,1.1,0,4.9
37850,Talakona Waterfalls Region,Tirupati,Viewpoint,Tirupati,13.749571,79.094745,406.8,667.1,43.3,0.9,December-February,Very High,2.8,0,4.6
37851,Belum Caves View,Nandyal,Caves,Belum,15.113464,78.117995,328.1,747.6,237.8,4.7,November-February,Medium,1.8,200,3.5
37852,Araku Valley Region,Alluri Sitharama Raju,Nature,Araku,18.33855,82.906088,373.0,98.6,704.8,2.0,July-October,Low,1.9,0,3.8
37853,Rajamahendravaram,East Godavari,Famous City,Rajamahendravaram,17.0005,81.804,158.7,182.1,530.3,3.8,November-February,Very High,5.4,0,3.5
37854,Amaravati,Palnadu,Famous City,Amaravati,16.572,80.3575,34.7,365.2,401.3,0.7,November-February,Very High,2.0,0,4.4
37855,Amaralingeswara Temple Region,Palnadu,Nature,Amaravati,16.579286,80.337062,40.6,391.9,394.0,0.9,July-October,Medium,1.0,0,4.1
37856,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,213.0,158.3,508.4,4.1,December-February,Very High,5.9,0,4.3
37857,Kolleru Lake,Eluru,Lake,Eluru,16.668533,81.194657,64.5,292.6,480.5,1.7,October-March,High,4.4,50,3.4
37858,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,404.5,736.7,248.3,5.4,June-September,Very High,5.9,0,4.5
37859,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,475.6,733.6,65.3,1.3,July-October,Medium,5.5,0,4.3
37860,Simhachalam Temple Area,Visakhapatnam,Temple,Visakhapatnam,17.77087,83.215881,365.1,10.4,650.9,0.2,Year Round,Very High,4.5,200,4.9
37861,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,463.8,775.1,275.7,4.9,October-March,Very High,5.3,0,4.8
37862,Amaravati Tourism Zone,Palnadu,Hill Station,Amaravati,16.58836,80.333722,42.0,349.4,415.5,0.8,Year Round,Medium,5.2,150,4.3
37863,Kailasagiri Tourism Zone,Visakhapatnam,Viewpoint,Visakhapatnam,17.729871,83.333227,373.8,13.9,739.6,0.2,November-February,Low,4.7,0,4.5
37864,Kailasagiri Region,Visakhapatnam,Viewpoint,Visakhapatnam,17.757804,83.312494,388.9,14.2,719.5,0.3,October-March,Medium,5.2,0,4.4
37865,Vijayawada,NTR,Famous City,Vijayawada,16.5062,80.648,0.0,374.1,367.7,0.0,December-February,Medium,4.0,0,4.4
37866,Dwaraka Tirumala Temple Area,Eluru,Temple,Dwaraka Tirumala,16.985586,81.248011,93.1,259.9,446.5,1.7,November-February,Very High,2.9,30,3.8
37867,Undavalli Caves Point,NTR,Caves,Vijayawada,16.477524,80.550149,12.5,388.1,356.9,0.3,December-February,Very High,4.4,100,3.9
37868,Kadapa,YSR Kadapa,Famous City,Kadapa,14.4673,78.8242,355.2,690.7,121.6,2.4,December-February,High,4.6,0,3.6
37869,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,396.0,60.7,765.9,1.2,December-February,High,1.4,0,4.7
37870,Vijayawada,NTR,Famous City,Vijayawada,16.5062,80.648,0.0,372.3,401.5,0.0,Year Round,Medium,2.6,0,3.6
37871,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,338.1,0.0,737.1,0.0,December-February,Low,3.4,0,4.8
37872,Simhachalam Temple,Visakhapatnam,Temple,Visakhapatnam,17.778592,83.280038,356.7,14.6,755.2,0.4,December-February,Medium,2.5,50,4.7
37873,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,357.0,0.0,642.7,0.0,Year Round,Low,5.5,0,3.3
37874,Rishikonda Beach View,Visakhapatnam,Lake,Visakhapatnam,17.75944,83.349979,346.7,19.7,716.6,0.4,October-March,Low,1.0,30,3.9
37875,Vijayawada,NTR,Famous City,Vijayawada,16.5062,80.648,0.0,351.0,373.4,0.0,July-October,Low,2.0,0,3.5
37876,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,362.5,58.7,710.7,1.3,December-February,High,1.3,0,4.4
37877,Kondapalli Fort Area,NTR,Fort,Kondapalli,16.603059,80.564481,15.9,382.9,384.8,0.3,July-October,Medium,2.3,100,4.7
37878,Kolleru Lake Region,Eluru,Lake,Eluru,16.661904,81.18653,69.7,299.6,458.4,1.4,December-February,Very High,1.3,150,4.6
37879,Dwaraka Tirumala Temple Tourism Zone,Eluru,Temple,Dwaraka Tirumala,16.997514,81.26661,106.6,258.4,483.0,2.1,October-March,Very High,2.5,30,5.0
37880,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,230.1,549.5,347.2,4.1,October-March,Low,3.1,0,3.8
37881,Kolleru Lake,Eluru,Lake,Eluru,16.648489,81.210042,74.0,299.8,429.2,1.5,July-October,High,5.4,20,3.9
37882,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,364.6,0.0,744.7,0.0,October-March,High,5.1,0,3.4
37883,Rajamahendravaram,East Godavari,Famous City,Rajamahendravaram,17.0005,81.804,147.9,193.8,521.8,2.8,October-March,Medium,1.8,0,3.4
37884,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,405.1,673.1,0.0,0.0,October-March,Very High,3.3,0,3.8
37885,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,423.3,752.8,275.1,5.0,October-March,Low,3.6,0,4.8
37886,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,421.2,668.4,0.0,0.0,June-September,High,2.3,0,4.2
37887,Lambasingi Tourism Zone,Alluri Sitharama Raju,Hill Station,Lambasingi,17.883887,82.518963,265.4,95.5,711.2,2.2,Year Round,Medium,2.4,30,4.5
